panel,cell,index,U,Y,tau,F
W100,12_to_12.NEW_EPOCH,47,0.6791666666666667,0.3242187499999999,40.0,0.2833333333333333
W100,12_to_12.NEW_EPOCH,48,0.6229166666666666,0.3463541666666665,40.0,0.275
W100,12_to_12.NEW_EPOCH,49,0.7124999999999997,0.3046874999999998,40.0,0.19166666666666665
W100,12_to_12.NEW_EPOCH,50,0.6708333333333333,0.32161458333333304,40.0,0.25
W100,12_to_12.NEW_EPOCH,51,0.6625000000000003,0.3177083333333337,40.0,0.26666666666666666
W100,12_to_12.NEW_EPOCH,52,0.6916666666666667,0.32552083333333315,40.0,0.2666666666666667
W100,12_to_12.NEW_EPOCH,53,0.6895833333333332,0.31380208333333315,40.0,0.2333333333333334
W100,12_to_12.NEW_EPOCH,54,0.6562499999999999,0.35286458333333337,40.0,0.24166666666666664
W100,12_to_12.NEW_EPOCH,55,0.6354166666666667,0.3802083333333335,40.0,0.23333333333333334
W100,12_to_12.NEW_EPOCH,56,0.69375,0.3072916666666665,40.0,0.275
W100,12_to_12.NEW_EPOCH,57,0.7,0.3124999999999999,40.0,0.2833333333333333
W100,12_to_12.NEW_EPOCH,58,0.6708333333333334,0.3242187500000001,40.0,0.2666666666666667
W100,12_to_12.NEW_EPOCH,59,0.6499999999999999,0.33463541666666663,40.0,0.2833333333333333
W100,12_to_12.NEW_EPOCH,60,0.6520833333333333,0.3281250000000002,40.0,0.225
W100,12_to_12.NEW_EPOCH,61,0.6791666666666666,0.3072916666666665,40.0,0.26666666666666666
W100,12_to_12.NEW_EPOCH,62,0.6895833333333333,0.33333333333333337,40.0,0.2666666666666667
W100,12_to_12.NEW_EPOCH,63,0.675,0.3229166666666665,40.0,0.2
W100,12_to_12.NEW_EPOCH,64,0.6624999999999999,0.3320312499999999,40.0,0.2583333333333333
W100,12_to_12.NEW_EPOCH,65,0.7000000000000001,0.28645833333333326,40.0,0.2583333333333333
W100,12_to_12.NEW_EPOCH,66,0.6625,0.31770833333333326,40.0,0.2333333333333333
W100,12_to_12.NEW_EPOCH,67,0.7083333333333334,0.31119791666666674,40.0,0.275
W100,12_to_12.NEW_EPOCH,68,0.6312500000000001,0.3398437500000002,40.0,0.25833333333333336
W100,12_to_12.NEW_EPOCH,69,0.6562499999999999,0.3359374999999999,40.0,0.25833333333333325
W100,12_to_12.NEW_EPOCH,70,0.66875,0.31640625,40.0,0.21666666666666665
W100,12_to_12.NEW_EPOCH,71,0.6708333333333332,0.3281249999999998,40.0,0.26666666666666666
W100,12_to_12.NEW_EPOCH,72,0.6791666666666667,0.29166666666666685,40.0,0.25
W100,12_to_12.NEW_EPOCH,73,0.6750000000000002,0.33463541666666685,40.0,0.26666666666666666
W100,12_to_12.NEW_EPOCH,74,0.6791666666666667,0.32942708333333337,40.0,0.275
W100,12_to_12.NEW_EPOCH,75,0.7062499999999999,0.30208333333333315,40.0,0.25
W100,12_to_12.NEW_EPOCH,76,0.6604166666666667,0.3359375,40.0,0.25833333333333336
W100,12_to_12.NEW_EPOCH,77,0.6791666666666667,0.3281249999999999,40.0,0.2583333333333333
W100,12_to_12.NEW_EPOCH,78,0.6541666666666668,0.3216145833333335,40.0,0.25
W100,12_to_12.NEW_EPOCH,79,0.6479166666666665,0.3346354166666664,40.0,0.225
W100,12_to_12.NEW_EPOCH,80,0.6770833333333334,0.33203125,40.0,0.25
W100,12_to_12.NEW_EPOCH,81,0.7,0.3046874999999999,40.0,0.24999999999999994
W100,12_to_12.NEW_EPOCH,82,0.7229166666666667,0.30208333333333315,40.0,0.275
W100,12_to_12.NEW_EPOCH,83,0.64375,0.3528645833333335,40.0,0.25833333333333336
W100,12_to_12.NEW_EPOCH,84,0.6687500000000001,0.3333333333333335,40.0,0.24166666666666664
W100,12_to_12.NEW_EPOCH,85,0.6812499999999999,0.31510416666666663,40.0,0.19999999999999998
W100,12_to_12.NEW_EPOCH,86,0.6520833333333333,0.33072916666666674,40.0,0.25833333333333325
W100,12_to_12.NEW_EPOCH,87,0.6416666666666668,0.35416666666666674,40.0,0.23333333333333334
W100,12_to_12.NEW_EPOCH,88,0.7083333333333333,0.2890625,40.0,0.2916666666666667
W100,12_to_12.NEW_EPOCH,89,0.68125,0.32942708333333315,40.0,0.20833333333333334
W100,12_to_12.NEW_EPOCH,90,0.6812500000000001,0.33072916666666674,40.0,0.325
W100,12_to_12.NEW_EPOCH,91,0.6749999999999999,0.30078124999999967,40.0,0.2833333333333333
W100,12_to_12.NEW_EPOCH,92,0.6541666666666666,0.33333333333333326,40.0,0.19166666666666665
W100,12_to_12.NEW_EPOCH,93,0.6666666666666666,0.3398437499999999,40.0,0.2416666666666667
W100,12_to_12.NEW_EPOCH,94,0.6770833333333333,0.34765625,40.0,0.26666666666666666
W100,12_to_12.NEW_EPOCH,95,0.6833333333333333,0.3411458333333335,40.0,0.29166666666666663
W100,12_to_12.NEW_EPOCH,96,0.6895833333333333,0.3085937499999999,40.0,0.275
W100,12_to_12.NEW_EPOCH,97,0.6416666666666665,0.3398437499999998,40.0,0.275
W100,12_to_12.NEW_EPOCH,98,0.6854166666666667,0.31119791666666663,40.0,0.2583333333333333
W100,12_to_12.NEW_EPOCH,99,0.65,0.3359375,40.0,0.275
W100,12_to_12.NEW_EPOCH,100,0.6666666666666664,0.3515624999999998,40.0,0.25833333333333336
W100,12_to_12.NEW_EPOCH,101,0.6875000000000001,0.3372395833333335,40.0,0.2916666666666667
W100,12_to_12.NEW_EPOCH,102,0.7333333333333332,0.2877604166666665,40.0,0.25
W100,12_to_12.NEW_EPOCH,103,0.6770833333333333,0.34244791666666674,40.0,0.25
W100,12_to_12.NEW_EPOCH,104,0.6708333333333335,0.3255208333333335,40.0,0.275
W100,12_to_12.NEW_EPOCH,105,0.6875,0.31901041666666663,40.0,0.2333333333333333
W100,12_to_12.NEW_EPOCH,106,0.6937500000000002,0.31510416666666696,40.0,0.21666666666666665
W100,12_to_12.NEW_EPOCH,107,0.6562499999999999,0.3515625,40.0,0.1916666666666667
W100,12_to_12.NEW_EPOCH,108,0.6916666666666667,0.3320312500000001,40.0,0.2583333333333333
W100,12_to_12.NEW_EPOCH,109,0.7166666666666668,0.2825520833333336,40.0,0.26666666666666666
W100,12_to_12.NEW_EPOCH,110,0.7104166666666666,0.2929687499999999,40.0,0.25833333333333336
W100,12_to_12.NEW_EPOCH,111,0.7145833333333333,0.29817708333333337,40.0,0.2833333333333333
W100,12_to_12.NEW_EPOCH,112,0.6708333333333334,0.3281250000000002,40.0,0.26666666666666666
W100,12_to_12.NEW_EPOCH,113,0.6666666666666666,0.36328125,40.0,0.2666666666666667
W100,12_to_12.NEW_EPOCH,114,0.66875,0.33333333333333337,40.0,0.2
W100,12_to_12.NEW_EPOCH,115,0.6833333333333331,0.30338541666666663,40.0,0.24999999999999994
W100,12_to_12.NEW_EPOCH,116,0.6500000000000001,0.34244791666666663,40.0,0.2416666666666667
W100,12_to_12.NEW_EPOCH,117,0.6895833333333334,0.32942708333333337,40.0,0.2583333333333333
W100,12_to_12.NEW_EPOCH,118,0.6812499999999999,0.3281249999999999,40.0,0.2416666666666667
W100,12_to_12.NEW_EPOCH,119,0.6687500000000001,0.3242187500000002,40.0,0.24999999999999994
W100,12_to_12.NEW_EPOCH,120,0.7020833333333332,0.3164062499999998,40.0,0.23333333333333334
W100,12_to_12.NEW_EPOCH,121,0.6791666666666668,0.31510416666666685,40.0,0.20833333333333334
W100,12_to_12.NEW_EPOCH,122,0.6666666666666665,0.3151041666666664,40.0,0.275
W100,12_to_12.NEW_EPOCH,123,0.66875,0.3229166666666665,40.0,0.24166666666666664
W100,12_to_12.NEW_EPOCH,124,0.6729166666666668,0.3085937500000001,40.0,0.20833333333333334
W100,12_to_12.NEW_EPOCH,125,0.6875000000000001,0.32552083333333337,40.0,0.2833333333333333
W100,12_to_12.NEW_EPOCH,126,0.6645833333333333,0.3346354166666665,40.0,0.24166666666666664
W100,12_to_12.NEW_EPOCH,127,0.6875,0.31380208333333326,40.0,0.25
W100,12_to_12.NEW_EPOCH,128,0.6458333333333333,0.32291666666666663,40.0,0.25
W100,12_to_12.NEW_EPOCH,129,0.6958333333333334,0.31510416666666674,40.0,0.24166666666666664
W100,12_to_12.NEW_EPOCH,130,0.6645833333333332,0.3502604166666665,40.0,0.29166666666666663
W100,12_to_12.NEW_EPOCH,131,0.6291666666666668,0.39322916666666674,40.0,0.2166666666666667
W100,12_to_12.NEW_EPOCH,132,0.7020833333333332,0.3007812499999998,40.0,0.2833333333333333
W100,12_to_12.NEW_EPOCH,133,0.7020833333333334,0.2747395833333335,40.0,0.26666666666666666
W100,12_to_12.NEW_EPOCH,134,0.6666666666666667,0.33723958333333337,40.0,0.2
W100,12_to_12.NEW_EPOCH,135,0.6687500000000002,0.31901041666666685,40.0,0.30833333333333335
W100,12_to_12.NEW_EPOCH,136,0.7145833333333332,0.29427083333333326,40.0,0.26666666666666666
W100,12_to_12.NEW_EPOCH,137,0.6645833333333334,0.32552083333333337,40.0,0.26666666666666666
W100,12_to_12.NEW_EPOCH,138,0.6770833333333331,0.33333333333333315,40.0,0.2166666666666667
W100,12_to_12.NEW_EPOCH,139,0.6729166666666668,0.3242187500000001,40.0,0.22499999999999995
W100,12_to_12.NEW_EPOCH,140,0.6666666666666666,0.33203125,40.0,0.2
W100,12_to_12.NEW_EPOCH,141,0.7166666666666668,0.27864583333333337,40.0,0.2916666666666667
W100,12_to_12.NEW_EPOCH,142,0.6833333333333333,0.30598958333333337,40.0,0.2416666666666667
W100,12_to_12.NEW_EPOCH,143,0.6645833333333335,0.3242187500000002,40.0,0.325
W100,12_to_12.NEW_EPOCH,144,0.6875000000000002,0.33463541666666674,40.0,0.24166666666666664
W100,12_to_12.NEW_EPOCH,145,0.6854166666666667,0.32161458333333326,40.0,0.275
W100,12_to_12.NEW_EPOCH,146,0.69375,0.31119791666666674,40.0,0.2583333333333333
W100,12_to_12.NEW_EPOCH,147,0.64375,0.35546875,40.0,0.275
W100,12_to_12.NEW_EPOCH,148,0.6520833333333333,0.3515625,40.0,0.2
W100,12_to_12.NEW_EPOCH,149,0.7083333333333333,0.29166666666666663,40.0,0.2833333333333333
W100,12_to_12.NEW_EPOCH,150,0.73125,0.27864583333333315,40.0,0.2
W100,12_to_12.NEW_EPOCH,151,0.6812499999999998,0.3190104166666665,40.0,0.24999999999999994
W100,12_to_12.NEW_EPOCH,152,0.6916666666666665,0.30208333333333326,40.0,0.2833333333333333
W100,12_to_12.NEW_EPOCH,153,0.6895833333333333,0.32291666666666663,40.0,0.2333333333333333
W100,12_to_12.NEW_EPOCH,154,0.7041666666666667,0.30208333333333337,40.0,0.19999999999999998
W100,12_to_12.NEW_EPOCH,155,0.6854166666666667,0.32161458333333337,40.0,0.2
W100,12_to_12.NEW_EPOCH,156,0.6541666666666666,0.35546875,40.0,0.25833333333333336
W100,12_to_12.NEW_EPOCH,157,0.6916666666666665,0.3359374999999998,40.0,0.2666666666666666
W100,12_to_12.NEW_EPOCH,158,0.7125000000000001,0.2929687500000002,40.0,0.25
W100,12_to_12.NEW_EPOCH,159,0.66875,0.34505208333333326,40.0,0.25
W100,12_to_12.NEW_EPOCH,160,0.6958333333333332,0.3046875,40.0,0.2833333333333333
W100,12_to_12.NEW_EPOCH,161,0.6562499999999999,0.33072916666666663,40.0,0.275
W100,12_to_12.NEW_EPOCH,162,0.7124999999999999,0.30598958333333326,40.0,0.225
W100,12_to_12.NEW_EPOCH,163,0.6437499999999998,0.3294270833333329,40.0,0.2583333333333333
W100,12_to_12.NEW_EPOCH,164,0.6354166666666666,0.35546875,40.0,0.2583333333333333
W100,12_to_12.NEW_EPOCH,165,0.6708333333333334,0.3359375000000001,40.0,0.275
W100,12_to_12.NEW_EPOCH,166,0.7145833333333333,0.29427083333333326,40.0,0.2666666666666667
W100,12_to_12.NEW_EPOCH,167,0.6895833333333331,0.3151041666666665,40.0,0.25
W100,12_to_12.NEW_EPOCH,168,0.6812499999999997,0.30208333333333315,40.0,0.2416666666666667
W100,12_to_12.NEW_EPOCH,169,0.6458333333333331,0.3072916666666663,40.0,0.19999999999999998
W100,12_to_12.NEW_EPOCH,170,0.7395833333333334,0.28385416666666663,40.0,0.225
W100,12_to_12.NEW_EPOCH,171,0.6791666666666666,0.32161458333333326,40.0,0.2333333333333333
W100,12_to_12.NEW_EPOCH,172,0.7166666666666666,0.29947916666666663,40.0,0.20833333333333331
W100,12_to_12.NEW_EPOCH,173,0.6895833333333332,0.3111979166666665,40.0,0.2583333333333333
W100,12_to_12.NEW_EPOCH,174,0.6770833333333334,0.30598958333333337,40.0,0.3166666666666667
W100,12_to_12.NEW_EPOCH,175,0.6854166666666668,0.3255208333333335,40.0,0.23333333333333334
W100,12_to_12.NEW_EPOCH,176,0.6625000000000001,0.33854166666666674,40.0,0.275
W100,12_to_12.NEW_EPOCH,177,0.7333333333333335,0.2981770833333336,40.0,0.23333333333333334
W100,12_to_12.NEW_EPOCH,178,0.7187500000000001,0.2864583333333335,40.0,0.275
W100,12_to_12.NEW_EPOCH,179,0.6958333333333332,0.33333333333333326,40.0,0.22499999999999995
W100,12_to_12.NEW_EPOCH,180,0.683333333333333,0.31249999999999944,40.0,0.2333333333333333
W100,12_to_12.NEW_EPOCH,181,0.6749999999999998,0.32161458333333326,40.0,0.19166666666666668
W100,12_to_12.NEW_EPOCH,182,0.675,0.3320312499999999,40.0,0.2166666666666667
W100,12_to_12.NEW_EPOCH,183,0.7083333333333334,0.31119791666666663,40.0,0.275
W100,12_to_12.NEW_EPOCH,184,0.6604166666666667,0.33854166666666663,40.0,0.2916666666666667
W100,12_to_12.NEW_EPOCH,185,0.6395833333333332,0.3424479166666665,40.0,0.18333333333333332
W100,12_to_12.NEW_EPOCH,186,0.7145833333333333,0.29036458333333326,40.0,0.29166666666666663
W100,12_to_12.NEW_EPOCH,187,0.7000000000000001,0.3098958333333335,40.0,0.24999999999999994
W100,12_to_12.NEW_EPOCH,188,0.6958333333333334,0.3138020833333335,40.0,0.2416666666666667
W100,12_to_12.NEW_EPOCH,189,0.7020833333333335,0.2981770833333335,40.0,0.275
W100,12_to_12.NEW_EPOCH,190,0.6625000000000003,0.32812500000000033,40.0,0.21666666666666665
W100,12_to_12.NEW_EPOCH,191,0.6604166666666665,0.35677083333333326,40.0,0.275
W100,12_to_12.NEW_EPOCH,192,0.7,0.30598958333333337,40.0,0.31666666666666665
W100,12_to_12.NEW_EPOCH,193,0.6458333333333333,0.33854166666666663,40.0,0.24166666666666664
W100,12_to_12.NEW_EPOCH,194,0.6625,0.33072916666666674,40.0,0.2666666666666667
W100,12_to_12.NEW_EPOCH,195,0.6750000000000002,0.3164062500000001,40.0,0.25
W100,12_to_12.NEW_EPOCH,196,0.6979166666666669,0.32161458333333337,40.0,0.2666666666666667
W100,12_to_12.NEW_EPOCH,197,0.6708333333333333,0.30989583333333337,40.0,0.18333333333333332
W100,12_to_12.NEW_EPOCH,198,0.6958333333333332,0.3203124999999999,40.0,0.26666666666666666
W100,12_to_12.NEW_EPOCH,199,0.6562500000000001,0.33463541666666685,40.0,0.25
W100,12_to_12.NEW_EPOCH,200,0.70625,0.30729166666666685,40.0,0.2
W100,12_to_12.NEW_EPOCH,201,0.6687500000000002,0.3255208333333336,40.0,0.275
W100,12_to_12.NEW_EPOCH,202,0.7041666666666666,0.30989583333333304,40.0,0.2166666666666667
W100,12_to_12.NEW_EPOCH,203,0.6791666666666668,0.30729166666666663,40.0,0.29999999999999993
W100,12_to_12.NEW_EPOCH,204,0.7125000000000001,0.2851562500000002,40.0,0.27499999999999997
W100,12_to_12.NEW_EPOCH,205,0.6833333333333333,0.3098958333333335,40.0,0.24999999999999994
W100,12_to_12.NEW_EPOCH,206,0.6750000000000002,0.3411458333333335,40.0,0.2416666666666667
W100,12_to_12.NEW_EPOCH,207,0.7291666666666667,0.2578125000000001,40.0,0.23333333333333334
W100,12_to_12.NEW_EPOCH,208,0.6479166666666665,0.3476562499999999,40.0,0.2166666666666667
W100,12_to_12.NEW_EPOCH,209,0.6625000000000001,0.3359375000000001,40.0,0.24166666666666664
W100,12_to_12.NEW_EPOCH,210,0.6729166666666668,0.3294270833333336,40.0,0.21666666666666665
W100,12_to_12.NEW_EPOCH,211,0.6604166666666667,0.31901041666666663,40.0,0.25833333333333336
W100,12_to_12.NEW_EPOCH,212,0.6479166666666669,0.3255208333333335,40.0,0.275
W100,12_to_12.NEW_EPOCH,213,0.6583333333333334,0.34114583333333326,40.0,0.2416666666666667
W100,12_to_12.NEW_EPOCH,214,0.7020833333333336,0.3020833333333337,40.0,0.2333333333333333
W100,12_to_12.NEW_EPOCH,215,0.6625000000000002,0.3294270833333336,40.0,0.24999999999999994
W100,12_to_12.NEW_EPOCH,216,0.66875,0.33072916666666674,40.0,0.21666666666666665
W100,12_to_12.NEW_EPOCH,217,0.6729166666666668,0.3138020833333336,40.0,0.25000000000000006
W100,12_to_12.NEW_EPOCH,218,0.6541666666666665,0.3398437499999998,40.0,0.26666666666666666
W100,12_to_12.NEW_EPOCH,219,0.675,0.33333333333333337,40.0,0.3
W100,12_to_12.NEW_EPOCH,220,0.7041666666666664,0.2955729166666663,40.0,0.15833333333333333
W100,12_to_12.NEW_EPOCH,221,0.7270833333333332,0.2916666666666664,40.0,0.2833333333333333
W100,12_to_12.NEW_EPOCH,222,0.64375,0.33854166666666685,40.0,0.21666666666666665
W100,12_to_12.NEW_EPOCH,223,0.6562500000000001,0.35286458333333337,40.0,0.225
W100,12_to_12.NEW_EPOCH,224,0.6749999999999999,0.30989583333333315,40.0,0.275
W100,12_to_12.NEW_EPOCH,225,0.6729166666666668,0.31510416666666696,40.0,0.26666666666666666
W100,12_to_12.NEW_EPOCH,226,0.66875,0.33463541666666674,40.0,0.30833333333333335
W100,12_to_12.NEW_EPOCH,227,0.6770833333333333,0.3164062499999998,40.0,0.24166666666666664
W100,12_to_12.NEW_EPOCH,228,0.6520833333333333,0.35286458333333337,40.0,0.22500000000000003
W100,12_to_12.NEW_EPOCH,229,0.6458333333333336,0.33593750000000033,40.0,0.2916666666666667
W100,12_to_12.NEW_EPOCH,230,0.6979166666666667,0.29557291666666674,40.0,0.2583333333333333
W100,12_to_12.NEW_EPOCH,231,0.7333333333333332,0.30078125,40.0,0.1916666666666667
W100,12_to_12.NEW_EPOCH,232,0.6520833333333333,0.33854166666666663,40.0,0.24166666666666664
W100,12_to_12.NEW_EPOCH,233,0.7083333333333334,0.2929687500000001,40.0,0.225
W100,12_to_12.NEW_EPOCH,234,0.7291666666666667,0.28776041666666663,40.0,0.20833333333333331
W100,12_to_12.NEW_EPOCH,235,0.6916666666666667,0.31901041666666663,40.0,0.2583333333333333
W100,12_to_12.NEW_EPOCH,236,0.7166666666666668,0.2890625000000001,40.0,0.19999999999999998
W100,12_to_12.NEW_EPOCH,237,0.7208333333333332,0.28515625,40.0,0.2583333333333333
W100,12_to_12.NEW_EPOCH,238,0.6729166666666666,0.3242187500000001,40.0,0.2583333333333333
W100,12_to_12.NEW_EPOCH,239,0.6562499999999999,0.3242187499999999,40.0,0.21666666666666665
W100,12_to_12.NEW_EPOCH,240,0.6520833333333333,0.32421875,40.0,0.20833333333333331
W100,12_to_12.NEW_EPOCH,241,0.6604166666666667,0.34375,40.0,0.18333333333333332
W100,12_to_12.NEW_EPOCH,242,0.68125,0.30989583333333326,40.0,0.2833333333333333
W100,12_to_12.NEW_EPOCH,243,0.6208333333333332,0.37239583333333315,40.0,0.25833333333333336
W100,12_to_12.NEW_EPOCH,244,0.6812500000000001,0.32161458333333337,40.0,0.225
W100,12_to_12.NEW_EPOCH,245,0.6604166666666667,0.32682291666666674,40.0,0.2833333333333334
W100,12_to_12.NEW_EPOCH,246,0.6812500000000001,0.3085937500000002,40.0,0.2583333333333333
W100,12_to_12.NEW_EPOCH,247,0.6645833333333334,0.33984375,40.0,0.2
W100,12_to_12.NEW_EPOCH,248,0.7354166666666664,0.2994791666666665,40.0,0.22500000000000003
W100,12_to_12.NEW_EPOCH,249,0.6583333333333334,0.33072916666666685,40.0,0.225
W100,12_to_12.NEW_EPOCH,250,0.6812500000000001,0.30598958333333315,40.0,0.25833333333333336
W100,12_to_12.NEW_EPOCH,251,0.7000000000000001,0.31901041666666674,40.0,0.20833333333333331
W100,12_to_12.NEW_EPOCH,252,0.6833333333333336,0.3046875000000001,40.0,0.24166666666666664
W100,12_to_12.NEW_EPOCH,253,0.6479166666666667,0.3437500000000001,40.0,0.2916666666666667
W100,12_to_12.NEW_EPOCH,254,0.7291666666666667,0.30338541666666674,40.0,0.29166666666666663
W100,12_to_12.NEW_EPOCH,255,0.6645833333333335,0.3333333333333338,40.0,0.2
W100,8_to_12.ACTIVE_CONTINUATION,0,0.6541666666666666,0.33333333333333326,40.0,0.30833333333333335
W100,8_to_12.ACTIVE_CONTINUATION,1,0.6541666666666669,0.3255208333333336,40.0,0.3083333333333333
W100,8_to_12.ACTIVE_CONTINUATION,2,0.6666666666666666,0.3391927083333335,40.0,0.21666666666666665
W100,8_to_12.ACTIVE_CONTINUATION,3,0.6895833333333333,0.31119791666666674,40.0,0.23333333333333334
W100,8_to_12.ACTIVE_CONTINUATION,4,0.6541666666666667,0.34505208333333337,40.0,0.25
W100,8_to_12.ACTIVE_CONTINUATION,5,0.6583333333333333,0.33658854166666663,40.0,0.18333333333333335
W100,8_to_12.ACTIVE_CONTINUATION,6,0.6416666666666668,0.3196614583333335,40.0,0.2583333333333333
W100,8_to_12.ACTIVE_CONTINUATION,7,0.6729166666666666,0.29817708333333326,40.0,0.2583333333333333
W100,8_to_12.ACTIVE_CONTINUATION,8,0.7020833333333333,0.32096354166666663,40.0,0.25833333333333336
W100,8_to_12.ACTIVE_CONTINUATION,9,0.6875,0.32421875,40.0,0.18333333333333332
W100,8_to_12.ACTIVE_CONTINUATION,10,0.66875,0.3320312499999999,40.0,0.2833333333333333
W100,8_to_12.ACTIVE_CONTINUATION,11,0.6958333333333335,0.28385416666666674,40.0,0.23333333333333334
W100,8_to_12.ACTIVE_CONTINUATION,12,0.6729166666666667,0.3235677083333335,40.0,0.225
W100,8_to_12.ACTIVE_CONTINUATION,13,0.6583333333333332,0.3170572916666665,40.0,0.25
W100,8_to_12.ACTIVE_CONTINUATION,14,0.6624999999999999,0.3085937499999999,40.0,0.25
W100,8_to_12.ACTIVE_CONTINUATION,15,0.6270833333333334,0.32877604166666685,40.0,0.2333333333333333
W100,8_to_12.ACTIVE_CONTINUATION,16,0.6875000000000001,0.3144531250000002,40.0,0.31666666666666665
W100,8_to_12.ACTIVE_CONTINUATION,17,0.6479166666666667,0.35286458333333337,40.0,0.2583333333333333
W100,8_to_12.ACTIVE_CONTINUATION,18,0.7291666666666667,0.29036458333333337,40.0,0.30833333333333324
W100,8_to_12.ACTIVE_CONTINUATION,19,0.6749999999999999,0.3183593750000001,40.0,0.175
W100,8_to_12.ACTIVE_CONTINUATION,20,0.6708333333333334,0.32682291666666663,40.0,0.24166666666666664
W100,8_to_12.ACTIVE_CONTINUATION,21,0.6958333333333334,0.31315104166666685,40.0,0.24166666666666664
W100,8_to_12.ACTIVE_CONTINUATION,22,0.6875,0.3007812500000001,40.0,0.22499999999999995
W100,8_to_12.ACTIVE_CONTINUATION,23,0.6479166666666666,0.34309895833333326,40.0,0.2166666666666667
W100,8_to_12.ACTIVE_CONTINUATION,24,0.6833333333333333,0.32682291666666663,40.0,0.25833333333333336
W100,8_to_12.ACTIVE_CONTINUATION,25,0.6895833333333333,0.30729166666666674,40.0,0.24999999999999994
W100,8_to_12.ACTIVE_CONTINUATION,26,0.6666666666666666,0.30989583333333326,40.0,0.25833333333333336
W100,8_to_12.ACTIVE_CONTINUATION,27,0.6708333333333333,0.31119791666666663,40.0,0.24166666666666664
W100,8_to_12.ACTIVE_CONTINUATION,28,0.6916666666666667,0.29817708333333337,40.0,0.225
W100,8_to_12.ACTIVE_CONTINUATION,29,0.6375,0.3515624999999999,40.0,0.3166666666666667
W100,8_to_12.ACTIVE_CONTINUATION,30,0.6520833333333333,0.34049479166666663,40.0,0.26666666666666666
W100,8_to_12.ACTIVE_CONTINUATION,31,0.6687500000000001,0.3125,40.0,0.275
W100,8_to_12.ACTIVE_CONTINUATION,32,0.65625,0.3378906249999999,40.0,0.3083333333333334
W100,8_to_12.ACTIVE_CONTINUATION,33,0.6270833333333334,0.36588541666666674,40.0,0.24166666666666664
W100,8_to_12.ACTIVE_CONTINUATION,34,0.6562499999999998,0.3203124999999998,40.0,0.23333333333333334
W100,8_to_12.ACTIVE_CONTINUATION,35,0.6875,0.3046875,40.0,0.27499999999999997
